Network,id,ocpi_id,Name,Address,State,Latitude,Longitude,POI,Utility,kilowatts_,kilowatts1,F__station,F__DCFCs,F__CCS,F__CHAdeMO,NAME_1,NAMELSAD
ChargePoint,209321,,IGA Saint-Anselme,"575 route BÃ©gin, Saint-Anselme, QuÃ©bec G0R 2N0",,46.604417,-70.928914,,,,,2,4,2,2,,
ChargePoint,209432,,Harley-Davidson of Scottsdale,"15656 North Hayden Road Scottsdale, AZ 85260",AZ,33.628322,-111.895278,,,,,1,1,1,0,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ Metro Area"
ChargePoint,209612,,Verizon Wireless,"11950 Don Haskins Dr, El Paso, TX 79936, USA",TX,31.733442,-106.291814,,,,,3,3,3,0,"El Paso, TX","El Paso, TX Metro Area"
ChargePoint,209716,,CSULA Parking B ~ â€œB6â€,"California State University - Los Angeles, 5151 State University Dr, Los Angeles, CA  90032, United States",CA,34.065654,-118.170232,Parking Garage/Lot,Los Angeles Department of Water & Power,50,50,3,6,3,3,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,209752,,Jaguar Las Vegas,"6425 Roy Horn Way Las Vegas, NV 89118",NV,36.065696,-115.230015,Car Dealership,,,,1,1,1,0,"Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area"
ChargePoint,209917,,Hannaford Supermarket,"398 Madison Ave, Skowhegan, ME 04976, USA",ME,44.780226,-69.72695,Shopping Center,,62.5,62.5,2,4,2,2,,
ChargePoint,209962,,San Jose Harley-Davidson,"1551 Parkmoor Ave, San Jose, CA 95128, USA",CA,37.317542,-121.918422,Car Dealership,Pacific Gas & Electric Company,,,1,1,1,0,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area"
ChargePoint,209963,,Sonoma County Harley-Davidson,"7601 Redwood Dr, Cotati, CA 94931, USA",CA,38.338277,-122.71434,Car Dealership,Pacific Gas & Electric Company,25,25,1,1,1,0,"Santa Rosa, CA","Santa Rosa, CA Metro Area"
ChargePoint,209977,,Worth Harley-Davidson,"9400 NW Prairie View Rd, Kansas City, MO 64153",MO,39.263694,-94.664169,Car Dealership,,,,1,1,1,0,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area"
ChargePoint,209979,,Strawberry Lodge,"17510 El Dorado Fwy, Twin Bridges, CA 95735, USA",CA,38.796081,-120.145925,Hotel/Lodging,Pacific Gas & Electric Company,50,50,1,2,1,1,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA Metro Area"
ChargePoint,209982,,Elektrica Limo,"2705 E Hwy 71 E, Austin, TX 78617",TX,30.211495,-97.654855,Workplace Public,,62.5,62.5,1,2,1,1,"Austin-Round Rock, TX","Austin-Round Rock, TX Metro Area"
ChargePoint,209994,,West Gardiner Plaza Service Area,"29 Lewiston Rd, West Gardiner, ME 04345, USA",ME,44.207438,-69.827012,Parking Garage/Lot,,62.5,62.5,2,4,2,2,"Augusta-Waterville, ME","Augusta-Waterville, ME Micro Area"
ChargePoint,210030,,Palladino BMW,"1115 Kingsway Suite A, Sudbury, ON P3B 2E7, Canada",,46.500727,-80.960426,Car Dealership,,25,25,1,1,1,0,,
ChargePoint,210133,,Brandywine Harley-Davidson,"1241 Baltimore Pike, Chadds Ford, PA 19317, USA",PA,39.879181,-75.552492,Car Dealership,,25,25,1,1,1,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
ChargePoint,210358,,Wilkins Harley-Davidson,"663 S Barre Rd, Barre, VT 05641",VT,44.167899,-72.510651,Car Dealership,,25,25,1,1,1,0,"Barre, VT","Barre, VT Micro Area"
ChargePoint,210390,,Reno Land Rover - Jaguar,"9150 S Virginia St, Reno, NV  89511, United States",NV,39.447278,-119.773634,Car Dealership,,25,25,1,1,1,0,"Reno, NV","Reno, NV Metro Area"
ChargePoint,210393,,Worlds Fair Marina Pkg Lot,"109-5 Marina Rd, Corona, NY 11368, USA",NY,40.760628,-73.857007,Recreation/Outdoor,,50,50,1,2,1,1,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
ChargePoint,210400,,RPM Harley-Davidson ,"3340 rue Panet, Saguenay, QuÃ©bec G7X 0N5 Canada",,48.402338,-71.2158,Car Dealership,,,,1,1,1,0,,
ChargePoint,210523,,Moonshine Harley-Davidson,"7128 S Springs Dr, Franklin, TN 37067, USA",TN,35.953621,-86.815678,Car Dealership,,,,1,1,1,0,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
ChargePoint,210541,,Jet City Harley-Davidson,"3715 E Valley Rd, Renton, WA 98057, USA",WA,47.44635,-122.219528,Car Dealership,,25,25,1,1,1,0,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area"
ChargePoint,210554,,H-Mart,"8911 Garden Grove Blvd, Garden Grove, CA 92841, USA",CA,33.774468,-117.976845,Shopping Center,Southern California Edison,62.5,62.5,4,8,4,4,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,210792,,Meijer,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48103",MI,42.240564,-83.766005,Shopping Center,,62.5,62.5,2,4,2,2,"Ann Arbor, MI","Ann Arbor, MI Metro Area"
ChargePoint,210824,,Steele Volkswagan,"Burnside Park, 696 Windmill Rd, Dartmouth NS B3B 2A5, Canada",,44.702611,-63.607685,Car Dealership,,,,1,1,1,0,,
ChargePoint,210935,,Fox River Harley-Davidson,"131 Randall Rd, St. Charles, IL 60174, USA",IL,41.910753,-88.34217,Car Dealership,,25,25,1,1,1,0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
ChargePoint,211009,,San Clemente City Hall,"910 Calle Negocio, San Clemente, CA 92673, USA",CA,33.450784,-117.607837,Government,San Diego Gas & Electric,62.5,62.5,2,4,4,0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,211121,,Corona Sun Square,"1380 W 6th St, Corona, CA 92882",CA,33.877538,-117.592244,Shopping Center,Southern California Edison,62.5,62.5,4,8,4,4,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,211235,,Chevron,"8032 Garden Grove Blvd, Garden Grove, CA  92844, United States",CA,33.773361,-117.992424,,Southern California Edison,,,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,211388,,H&S Energy Chevron,"1108 Merced Ave, South El Monte, CA  91733, United States",CA,34.041377,-118.050055,Gas Station,Southern California Edison,62.5,62.5,2,4,2,2,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,211470,,H&S Energy Chevron / Texaco,"700 N Brookhurst St, Anaheim, CA  92801, United States",CA,33.840203,-117.95872,Gas Station,City of Anaheim Public Utilities Department,62.5,62.5,2,4,2,2,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,211494,,Groveland Visitors Center,"18990 CA-120 Groveland, CA 95321",CA,37.840454,-120.225624,,Pacific Gas & Electric Company,,,1,2,1,1,"Sonora, CA","Sonora, CA Micro Area"
ChargePoint,211856,,Policaro Harley-Davidson,"191 Wyecroft Rd, Oakville, ON L6K 3S3, Canada",,43.448929,-79.695724,,,,,1,1,1,0,,
ChargePoint,211862,,70 Rainey,"75 1/2 Rainey St, Austin, TX 78701, USA",TX,30.258447,-97.739209,Parking Garage/Lot,,62.5,62.5,1,2,1,1,"Austin-Round Rock, TX","Austin-Round Rock, TX Metro Area"
ChargePoint,211922,,7 Eleven,"808 Indian Hill Blvd, Pomona, CA 91767",CA,34.067333,-117.719024,Store,Southern California Edison,62.5,62.5,2,4,2,2,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,212103,,Travis County,"801 Guadalupe St, Austin, TX 78701",TX,30.271081,-97.745309,Parking Garage/Lot,,62.5,62.5,1,2,1,1,"Austin-Round Rock, TX","Austin-Round Rock, TX Metro Area"
ChargePoint,212303,,Hannaford Supermarket,"131 Hannaford Dr, Farmington, ME 04938",ME,44.650306,-70.150405,Shopping Center,,62.5,62.5,2,4,2,2,,
ChargePoint,213369,,Martin Grove Volkswagen,"7731 Martin Grove Rd, Vaughan, ON L4L 2C5, Canada",,43.775132,-79.608781,,,,,1,1,1,0,,
ChargePoint,213572,,Chevron Santa Rosa,"879 Hopper Ave, Santa Rosa, CA 95403, USA",CA,38.480016,-122.73636,Shopping Center,Pacific Gas & Electric Company,62.5,62.5,2,4,2,2,"Santa Rosa, CA","Santa Rosa, CA Metro Area"
ChargePoint,213583,,Chevron,"4991 Long Beach Blvd, Long Beach, CA  90805, United States",CA,33.846309,-118.19445,,Southern California Edison,,,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,213729,,Pangea Tavern,"41001 NC-12, Avon NC 27915",NC,35.347085,-75.503209,Restaurant,,62.5,62.5,1,2,1,1,"Kill Devil Hills, NC","Kill Devil Hills, NC Micro Area"
ChargePoint,214053,,Chiriaco Summit Chevron ,"62450 Chiriaco Rd, Indio, CA 92201, USA",CA,33.660807,-115.720849,Gas Station,Imperial Irrigation District,50,50,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,214054,,Chiriaco Summit Restaurant,"62450 Chiriaco Rd, Chiriaco Summit, CA 92201",CA,33.661123,-115.720548,Restaurant,Imperial Irrigation District,50,50,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,214072,,Morrow Tourist Center,"6475 Jonesboro Rd, Morrow, GA 30260, USA",GA,33.578264,-84.341082,Civic,,50,50,1,2,2,0,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
ChargePoint,214077,,Ventura Harley-Davidson,"1326 Del Norte Rd, Camarillo, CA 93010, USA",CA,34.222598,-119.104402,Car Dealership,Southern California Edison,24,24,1,1,1,0,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area"
ChargePoint,214328,,Jaguar Land Rover,"7020 Carlisle Pike, Carlisle, PA 17015, USA",PA,40.232813,-77.093276,Car Dealership,,25,25,1,1,1,0,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area"
ChargePoint,214362,,Murrieta Senior Center,"41717 Juniper St, Murrieta, CA 92562, USA",CA,33.556962,-117.21147,Civic,Southern California Edison,62.5,62.5,3,6,3,3,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,214649,,Valley Volkswagen,"8070 Evangeline St, Coldbrook, NS B4R 1A2, Canada",,45.067971,-64.567131,Car Dealership,,24,24,1,1,1,0,,
ChargePoint,214766,,IGA extra MarchÃ© Lambert et FrÃ¨res inc.,"2400 boul. du MillÃ©naire, Saint-Basile-le-Grand, QuÃ©bec J3N 0A2 Canada",,45.52335,-73.302873,,,,,2,4,2,2,,
ChargePoint,214824,,Wild Fire Harley-Davidson,"120 W N Ave, Villa Park, IL 60181",IL,41.906092,-87.980715,Car Dealership,,24,24,1,1,1,0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
ChargePoint,215035,,Gayles Harley Davidson,"5900 E State Route 150, Grandview, MO  64030, United States",MO,38.858383,-94.525591,Car Dealership,,62.5,62.5,1,2,1,1,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area"
ChargePoint,215136,,Jordan Dam Mini Mart Exxon,"8076 Moncure Pittsboro Rd, Moncure, NC 27559, USA",NC,35.623172,-79.08888,Gas Station,,62.5,62.5,1,2,1,1,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area"
ChargePoint,215571,,Beach House Harley-Davidson,"100 Harley Davidson Dr, Shallotte, NC 28470, USA",NC,33.957041,-78.425518,Car Dealership,,25,25,1,1,1,0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
ChargePoint,215693,,Chicago Harley-Davidson,"1027 W Addison St, Chicago, IL 60613",IL,41.946775,-87.654881,Car Dealership,,25,25,1,1,1,0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
ChargePoint,216423,,Chevron,"4304 E Highland Ave, Highland, CA 92346",CA,34.136345,-117.193614,Gas Station,Southern California Edison,50,50,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,216523,,Fredericton Volkswagen,"14 Avonlea Ct, Fredericton, NB E3C 1N8",,45.944924,-66.688705,,,,,1,1,1,0,,
ChargePoint,216562,,Gulf Trailside One Stop,"407 Main St, Jackman, ME 04945",ME,45.624356,-70.251555,Store,,62.5,62.5,2,4,2,2,,
ChargePoint,216760,,Bergstrom Premier Motorcars,"3030 N Victory Ln, Appleton, WI 54913, USA",WI,44.291352,-88.467525,Car Dealership,,25,25,1,1,1,0,"Appleton, WI","Appleton, WI Metro Area"
ChargePoint,216943,,ChargePoint DC: Port Moody Rec Center,"300 Knowle St, Port Moody, BC V3H 3J3, Canada",,49.283889,-122.831019,,,,,1,2,1,1,,
ChargePoint,217070,,Dine N Dash Pub & Grill,"1516 S. Canyon Way, Colfax, CA, 95713",CA,39.08522,-120.955678,Restaurant,Pacific Gas & Electric Company,50,50,2,4,2,2,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA Metro Area"
ChargePoint,217159,,Riverside Harley-Davidson,"7688 Indiana Ave, Riverside, CA 92504, USA",CA,33.932172,-117.408111,Car Dealership,City of Riverside,24,24,1,1,1,0,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,217214,,Chevron ,"18501 Beach Blvd, Huntington Beach, CA 92648, USA",CA,33.69343,-117.989544,Gas Station,Southern California Edison,62.5,62.5,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,217248,,Fresno Macy's River Park DC/AC,150 E Via del Parque,CA,36.851524,-119.788963,Shopping Center,Pacific Gas & Electric Company,62.5,62.5,2,4,2,2,"Fresno, CA","Fresno, CA Metro Area"
ChargePoint,217418,,chevron ChargePoint dcfc Azusa 50kw,"200 E Gladstone St, Azusa, CA  91702, United States",CA,34.114021,-117.907017,Gas Station,Southern California Edison,50,50,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,218059,, Chevron Gas Station,"14250 Bear Valley Rd, Victorville, CA 92392",CA,34.470976,-117.352663,Gas Station,Southern California Edison,62.5,62.5,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,218108,,Palm Desert Kohl's,"34900 Monterey Ave, Palm Desert, CA 92211, USA",CA,33.794773,-116.386115,Shopping Center,Southern California Edison,50,50,4,8,4,4,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,218364,,BMW Trois-RiviÃ¨res,"445 rue Vachon, Trois-RiviÃ¨res, QuÃ©bec G8T 8P6 Canada",,46.371269,-72.55492,,,,,1,1,1,0,,
ChargePoint,218422,,Vantage Volkswagen,"16 Meadow Dr, Colchester, Subd. C NS B2N 5V4, Canada",,45.368538,-63.317157,Car Dealership,,24,24,2,2,2,0,,
ChargePoint,218810,,Saskatoon Volkswagen,"181 Motor Way, Saskatoon, SK S7P 0E9, Canada",,52.201493,-106.668969,Car Dealership,,,,1,1,1,0,,
ChargePoint,219059,,Lethbridge Volkswagen ,"3521 1 Ave S, Lethbridge, AB T1J 4H1, Canada",,49.698507,-112.788959,Car Dealership,,,,1,1,1,0,,
ChargePoint,219420,,Chevron Station ,"6600 N Indian Canyon Dr, North Palm Springs, CA 92258",CA,33.902597,-116.544593,Gas Station,Southern California Edison,62.5,62.5,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,219427,,Holiday Oil,"2121 N Thanksgiving Way, Lehi, UT 84043, USA",UT,40.413635,-111.87736,Gas Station,,62.5,62.5,1,2,1,1,"Provo-Orem, UT","Provo-Orem, UT Metro Area"
ChargePoint,219451,,Kohl's,"1494 Bedford Ct, Beaumont, CA 92223, USA",CA,33.922046,-116.955998,Shopping Center,Southern California Edison,50,50,2,4,2,2,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,219549,,Harley-Davidson of Appleton,"5322 Clairemont Dr, Appleton, WI 54913, USA",WI,44.286329,-88.488366,Car Dealership,,24,24,1,1,1,0,"Appleton, WI","Appleton, WI Metro Area"
ChargePoint,219605,,Livewire DC Fast Charger,"853 Sunrise Hwy, Bellmore, NY  11710, United States",NY,40.666174,-73.536685,Car Dealership,,25,25,1,1,1,0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
ChargePoint,219999,,Appalachian Harley-Davidson,"6695 Carlisle Pike, Mechanicsburg, PA 17050, USA",PA,40.239374,-77.051679,Car Dealership,,24,24,1,1,1,0,"Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area"
ChargePoint,220157,,High's,"2861 Jessup Rd, Jessup, MD 20794",MD,39.142038,-76.762872,Store,,62.5,62.5,2,4,2,2,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area"
ChargePoint,220175,,King City Shopping Center,"King City Center, 510 Canal St, King City, CA  93930, United States",CA,36.20537,-121.132919,Shopping Center,Pacific Gas & Electric Company,62.5,62.5,2,4,2,2,"Salinas, CA","Salinas, CA Metro Area"
ChargePoint,220182,,AAA Office,18642 Gridley Rd Artesia CA 90701,CA,33.861683,-118.090588,Workplace Public,Southern California Edison,,,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,220414,,CHI | Chinese and Sushi Bar,"70 NW Newport Ave, Bend, OR 97703",OR,44.061008,-121.313322,Restaurant,,62.5,62.5,4,8,4,4,"Bend-Redmond, OR","Bend-Redmond, OR Metro Area"
ChargePoint,220758,,Upland City Hall / Public Library,"458 N Euclid Ave, Upland, CA 91786, USA",CA,34.099041,-117.649582,Civic,Southern California Edison,62.5,62.5,2,4,2,2,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,220819,,Harley Davidson DC Fast,"346â€“368 Outlet Mall Blvd, Saint Augustine, FL  32084, United States",FL,29.923202,-81.411853,Car Dealership,,25,25,1,1,1,0,"Jacksonville, FL","Jacksonville, FL Metro Area"
ChargePoint,221943,,4000 Monument Road,"4060 City Ave, Philadelphia, PA 19131, USA",PA,40.006391,-75.213042,,,,,2,2,2,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
ChargePoint,222165,,Topgolf,"500 Great Lakes Crossing Dr, Auburn Hills, MI 48326, USA",MI,42.700539,-83.28893,Restaurant,,50,50,1,2,1,1,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area"
ChargePoint,222324,,Wilsonville Chevrolet,"26051 SW Boones Ferry Rd, Wilsonville, OR  97070, United States",OR,45.331642,-122.77098,Car Dealership,,25,25,1,1,1,0,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA Metro Area"
ChargePoint,222429,,Highland City Hall,"27215 Base Line St, Highland, CA 92346, USA",CA,34.120588,-117.210721,Civic,Southern California Edison,62.5,62.5,3,6,3,3,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,222755,,Wild West Harley-Davidson,"5702 58th St, Lubbock, TX 79424",TX,33.541742,-101.937927,Hotel/Lodging,,25,25,1,1,1,0,"Lubbock, TX","Lubbock, TX Metro Area"
ChargePoint,222764,,Hidden Valley Plaza,"450 Hidden Valley Pkwy, Corona, CA 92879",CA,33.899114,-117.556908,Shopping Center,Southern California Edison,62.5,62.5,3,6,3,3,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,222829,,Schnucks,"499 E. Veteran's Memorial Pkwy., Warrenton, MO 63383",MO,38.820094,-91.144586,Store,,62.5,62.5,2,4,2,2,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area"
ChargePoint,222997,,Park and Ride,"1924 S Moreno St, Oceanside, CA  92054, United States",CA,33.176915,-117.352295,Workplace Public,San Diego Gas & Electric,62.5,62.5,2,4,2,2,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA Metro Area"
ChargePoint,223029,,Gator Harley-Davidson,"1745 US-441, Leesburg, FL 34748",FL,28.816627,-81.84572,Car Dealership,,24,24,1,1,1,0,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area"
ChargePoint,223201,,Pee Dee EMC,"575 US-52, Wadesboro, NC 28170, USA",NC,34.956003,-80.05897,Workplace Public,,50,50,1,2,1,1,,
ChargePoint,223611,,Volkswagen Moncton,"850 Aviation Ave, Dieppe, NB E1A 9A3, Canada",,46.119318,-64.689475,Car Dealership,,,,1,1,1,0,,
ChargePoint,224005,,Harley-Davidson of Indianapolis,"12400 Reynolds Dr, Fishers, IN 46038",IN,39.968719,-86.002889,Car Dealership,,25,25,1,1,1,0,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area"
ChargePoint,224202,,Rancho Cucamonga City Hall,"10500 Civic Center Drive, Rancho Cucamonga, CA",CA,34.103773,-117.574599,Government,Southern California Edison,50,50,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,224488,,Roussel Volkswagen ,"349 King George Hwy, Miramichi, NB E1V 1L2, Canada",,46.9891,-65.575875,,,,,1,1,1,0,,
ChargePoint,224854,,Jack in the Box,"73 Frazier Mountain Park Rd, Lebec, CA 93243",CA,34.818152,-118.883065,Restaurant,Southern California Edison,62.5,62.5,1,2,1,1,"Bakersfield, CA","Bakersfield, CA Metro Area"
ChargePoint,225116,,Bridgewater Volkswagen,"15109 Highway 3, NS B4V 6X4, Canada",,44.360001,-64.527561,Car Dealership,,24,24,1,1,1,0,,
ChargePoint,225157,,Kum & Go,"5112 E Bromley Ln, Brighton, CO 80603",CO,39.971716,-104.749328,Store/Convience,,50,50,1,2,1,1,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area"
ChargePoint,225330,,Sun-Do Kwik Shop,"1029 Old Boardman Rd, Evergreen, NC 28438",NC,34.437599,-78.950406,Store,,62.5,62.5,1,2,1,1,,
ChargePoint,225386,,A.D. Farrow Harley-Davidson,"491 W Broad St, Columbus, OH 43215",OH,39.960289,-83.013729,Car Dealership,,,,1,1,1,0,"Columbus, OH","Columbus, OH Metro Area"
ChargePoint,225574,,Waterloo Volkswagen ,"550 Weber St N, Waterloo ON N2L 5C6, Canada",,43.493692,-80.545036,Car Dealership,,50,50,1,2,1,1,,
ChargePoint,226126,,Chevron,"2950 Westminster Blvd, Seal Beach, CA 90740",CA,33.759434,-118.078635,Gas Station,Southern California Edison,,,2,4,2,2,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,226384,,Sherwood Park VW,"2365 Broadmoor Blvd, Sherwood Park, AB T8H 1N1, Canada",,53.553273,-113.319216,Car Dealership,,25,25,1,1,1,0,,
ChargePoint,226849,,Chevron,"20731 Lake Forest Dr, Lake Forest, CA  92630, United States",CA,33.661749,-117.668629,Gas Station,Southern California Edison,50,50,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,230101,,Grand Rapids Harley-Davidson,"2977 Corporate Grove Dr, Hudsonville, MI 49426",MI,42.847871,-85.857414,Car Dealership,,,,1,1,1,0,"Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI Metro Area"
ChargePoint,230138,,Cafe RÃ­o,"200 Coffee Rd, Bakersfield, CA  93309, United States",CA,35.355845,-119.091796,Restaurant,Pacific Gas & Electric Company,,,1,1,1,0,"Bakersfield, CA","Bakersfield, CA Metro Area"
ChargePoint,230221,,Worthington Community Center,"Worthington Community Center, 345 E Wilson Bridge Rd, Worthington, OH  43085, United States",OH,40.107078,-83.004631,Civic,,,,1,2,1,1,"Columbus, OH","Columbus, OH Metro Area"
ChargePoint,230572,,Chilliwack VW Dealership,"44621 Yale Rd, Chilliwack, BC V2R 4H2, Canada",,49.145124,-121.988862,Car Dealership,,,,1,1,1,0,,
ChargePoint,230684,,Marble Cliff Village Administration,"1600 Fernwood Ave, Columbus, OH  43212, United States",OH,39.988657,-83.058979,Government,,,,2,4,2,2,"Columbus, OH","Columbus, OH Metro Area"
ChargePoint,230914,,Jaguar Land Rover Merriam,"9415 W 65th St, Merriam, KS 66203, USA",KS,39.010324,-94.694223,Car Dealership,,24,24,2,2,2,0,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area"
ChargePoint,230919,,Chevron,"3190 W Temple Ave, Pomona, CA 91768",CA,34.045811,-117.802681,Gas Station,Southern California Edison,50,50,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,230920,,Chevron,"12555 Paramount Blvd, Downey, CA 90242",CA,33.924607,-118.151856,Gas Station,Southern California Edison,50,50,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,230922,,Land Rover Southampton,"355 NY-27A, Southampton, NY 11968",NY,40.892774,-72.379705,Car Dealership,,24,24,1,1,1,0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
ChargePoint,230924,,Harley-Davidson Vehicle Operations,"1425 Eden Road, York, PA 17402",PA,39.985182,-76.712998,Car Dealership,,24,24,2,2,2,0,"York-Hanover, PA","York-Hanover, PA Metro Area"
ChargePoint,231062,,GT Library,"22795 Barton Rd, Grand Terrace, CA 92313, USA",CA,34.034955,-117.306896,Library,Colton Electric Utility Department,,,2,4,2,2,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,231268,,Stark State,"6451 Frank Ave NW, North Canton, OH 44720, USA",OH,40.874236,-81.441223,School/University,,,,2,4,2,2,"Canton-Massillon, OH","Canton-Massillon, OH Metro Area"
ChargePoint,231310,,West Acres Mall,"West Acres, 3902 13th Ave S, Fargo, ND  58103, United States",ND,46.858242,-96.845165,Shopping Center,,,,1,2,1,1,"Fargo, ND-MN","Fargo, ND-MN Metro Area"
