Network,id,ocpi_id,Name,Address,State,Latitude,Longitude,POI,Utility,kilowatts_,kilowatts1,F__station,F__DCFCs,F__CCS,F__CHAdeMO,NAME_1,NAMELSAD
Non-networked,166547,,Fishtrap Rest Area,"2071â€“2091 Yellowhead S Hwy, Thompson-Nicola P (Rivers and the Peaks) BC, Canada",,51.076711,-120.204084,,,,,4,4,2,2,,
Non-networked,166811,,House Chevrolet,"410 S Main St, Stewartville, MN 55976",MN,43.851278,-92.487686,Car Dealership,,25,25,1,1,1,0,"Rochester, MN","Rochester, MN Metro Area"
Non-networked,167069,,Hope Slide Viewpoint,"114 Crowsnest Hwy, Hope, BC V0X 1L0, Canada",,49.299671,-121.263938,Parking Garage/Lot,,50,50,2,4,2,2,,
Non-networked,167663,,Ernest F. Coe Visitor Center,"40001 State Hwy 9336, Homestead, FL 33034",FL,25.395327,-80.583131,Park,,,,1,2,1,1,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area"
Non-networked,167801,,Anarchist Mountain Rest Area,"1V6, Crowsnest Hwy, Osoyoos, BC V0H 1V0, Canada",,49.012205,-119.35397,Parking Garage/Lot,,,,2,4,2,2,,
Non-networked,167804,,Buckley Bay Rest Area,"6866 Buckley Bay Rd, Fanny Bay, BC V0R 1W0, Canada",,49.524658,-124.855606,Parking Garage/Lot,,,,2,4,2,2,,
Non-networked,168002,,Gardner Bullis Elementary School,"25890 Fremont Rd, Los Altos Hills, CA 94022",CA,37.381924,-122.130463,School/University,Pacific Gas & Electric Company,,,1,2,1,1,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area"
Non-networked,168003,,Oak Avenue Elementary School,"1501 Oak Ave, Los Altos, CA 94024",CA,37.356972,-122.07142,School/University,Pacific Gas & Electric Company,,,2,2,1,1,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area"
Non-networked,168130,,Leckner Nissan Of Ellicott City,"8569 Baltimore National Pike, Ellicott City, MD 21043",MD,39.282766,-76.808752,Nissan Dealership,,,,1,2,1,1,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area"
Non-networked,168685,,Hampton Inn & Suites,"2011 E Donlon St, Blythe, CA 92225",CA,33.606146,-114.569394,Hotel/Lodging,Southern California Edison,50,50,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
Non-networked,168869,,Gwynn Falls,"4921 Windsor Mill Rd, Gwynn Oak, MD  21207, United States",MD,39.309228,-76.701151,Parking Garage/Lot,,50,50,1,2,1,1,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area"
Non-networked,169123,,Peterson Chevrolet,"12300 W Fairview Ave, Boise, ID 83713",ID,43.620538,-116.336004,Car Dealership,,25,25,1,1,1,0,"Boise City, ID","Boise City, ID Metro Area"
Non-networked,169133,,Herb Chambers Nissan,"75 Otis St, Westborough, MA 01581",MA,42.281451,-71.650869,Nissan Dealership,,,,1,2,1,1,"Worcester, MA-CT","Worcester, MA-CT Metro Area"
Non-networked,169354,,Boyd Chevrolet Cadillac Buick,"1875 Spartanburg Hwy, Hendersonville, NC  28792, United States",NC,35.294167,-82.433624,Car Dealership,,25,25,1,1,1,0,"Asheville, NC","Asheville, NC Metro Area"
Non-networked,169420,,Walmart Supercenter,"141 Washington Ave Ext, Albany, NY 12205",NY,42.694559,-73.848451,Store,,50,150,1,2,1,1,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area"
Non-networked,169805,,Little Fort Rest Area,"BC-5, Thompson-Nicola O, BC V0E 1N2, Canada",,51.427519,-120.202544,Parking Garage/Lot,,,,2,4,2,2,,
Non-networked,170253,,Serra Chevrolet,"3281 S Arlington Rd, Akron, OH 44312, USA",OH,40.981682,-81.49136,Car Dealership,,25,25,1,1,1,0,"Akron, OH","Akron, OH Metro Area"
Non-networked,170381,,Wire Cache Rest Area,"BC-5, Thompson-Nicola B, BC V0E, Canada",,51.684302,-119.421121,Recreation/Outdoor,,,,4,8,4,4,,
Non-networked,170526,,"Manasquan, South Street DC fast ","29 South St, Manasquan, NJ  08736, United States",NJ,40.123521,-74.052776,,,,,2,2,2,0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
Non-networked,171503,,Midway Chevrolet,"2323 W Bell Rd, Phoenix, AZ 85023",AZ,33.639567,-112.109216,Car Dealership,,25,25,1,1,1,0,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ Metro Area"
Non-networked,171683,,"Enoch Pratt Free Library, Forest Park Branch","1302, 3023 Garrison Blvd, Baltimore, MD 21216",MD,39.323643,-76.680689,Library,,,,1,2,1,1,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area"
Non-networked,171909,,South Shore Nissan,"200 Sunrise Highway, Amityville, NY 11701",NY,40.687059,-73.414798,Car Dealership,,,,1,2,1,1,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
Non-networked,171924,,Loyola Elementary School,"770 Berry Ave, Los Altos, CA 94024",CA,37.360843,-122.093085,School/University,Pacific Gas & Electric Company,50,50,1,2,1,1,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area"
Non-networked,171925,,Springer Elementary School,"1120 Rose Ave, Mountain View, CA 94040, USA",CA,37.371331,-122.094536,School/University,Pacific Gas & Electric Company,50,50,1,2,1,1,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area"
Non-networked,171927,,Santa Rita Elementary School,"700 Los Altos Ave, Los Altos, CA 94022",CA,37.394101,-122.121861,School/University,Pacific Gas & Electric Company,50,50,1,2,1,1,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area"
Non-networked,172777,,Seneca College,"Seneca College - Newnham Campus, Au Large Blvd, Toronto ON, Canada",,43.796257,-79.351939,,,,,2,4,2,2,,
Non-networked,173580,,Capital Region Welcome Center Northbound,"New Baltimore Service Area - Northbound, New York State Thruway MP 127 Hannacroix, NY 12087",NY,42.429189,-73.802494,Parking Garage/Lot,,,,2,4,2,2,,
Non-networked,173931,,Dellenbach Chevy,"3003 S College Ave, Fort Collins, CO 80525",CO,40.546385,-105.07771,Car Dealership,,25,25,1,1,1,0,"Fort Collins, CO","Fort Collins, CO Metro Area"
Non-networked,174341,,Elizabeth Hager Lot,"14 N Potomac St, Hagerstown, MD 21740, USA",MD,39.642186,-77.719227,Parking Garage/Lot,,,,4,8,4,4,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV Metro Area"
Non-networked,174424,,Freeway Honda,"1505 Auto Mall Dr, Santa Ana, CA 92705, USA",CA,33.72763,-117.836326,Car Dealership,Southern California Edison,50,50,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
Non-networked,174999,,Kirkland Nissan,"11930 124th Ave NE, Kirkland, WA 98034",WA,47.70717,-122.175227,Nissan Dealership,,50,50,1,1,0,1,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area"
Non-networked,176262,,Williamson Chevrolet,"259 Toronto St S, Uxbridge, ON L9P 1S3, Canada",,44.095454,-79.128702,Car Dealership,,,,1,1,1,0,,
Non-networked,176914,,Puyallup Chevrolet,"800 River Rd, Puyallup, WA 98371",WA,47.200894,-122.304337,Car Dealership,,25,25,1,1,1,0,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area"
Non-networked,177615,,Circle Hyundai,"641 Shrewsbury Ave, Shrewsbury, NJ 07702",NJ,40.328041,-74.072693,Car Dealership,,25,25,1,1,1,0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
Non-networked,177657,,Eastside Chevrolet Buick,"8435 Woodbine Ave, Markham, ON L3R 2P4, Canada",,43.848856,-79.357043,Car Dealership,,,,1,1,1,0,,
Non-networked,177754,,Taylor Audi,"775 Broad St, Regina, SK S4R 8G3, Canada",,50.466757,-104.605531,Car Dealership,,50,50,1,1,1,0,,
Non-networked,177920,,Sutherland Chevrolet,"1060 N Main St, Nicholasville, KY 40356",KY,37.902488,-84.562042,Car Dealership,,25,25,1,1,1,0,"Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area"
Non-networked,180177,,Benny & Co,"4700 boul. de Portland, Sherbrooke, QuÃ©bec J1R 0T8 Canada",,45.39624,-71.983911,Restaurant,,,,1,2,1,1,,
Non-networked,180741,,The Auto Mall,"800 Putney Rd, Brattleboro, VT 05301",VT,42.876496,-72.561825,Car Dealership,,25,25,1,1,1,0,,
Non-networked,180981,,Hillside Chevrolet,"113 St Peters Rd, Charlottetown, PE C1A 5P1, Canada",,46.254604,-63.120937,Car Dealership,,,,1,2,2,0,,
Non-networked,181575,,County Line Nissan North,"522 Winsted Rd, Torrington, CT 06790, USA",CT,41.827161,-73.110761,Nissan Dealership,,,,1,2,1,1,"Torrington, CT","Torrington, CT Micro Area"
Non-networked,181789,,Speedway Chevrolet Dealer,"16957 W Main St, Monroe, WA 98272",WA,47.849326,-122.004099,Car Dealership,,25,25,1,1,1,0,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area"
Non-networked,182175,,LaRiche Chevrolet,"215 E Main Cross St, Findlay, OH  45840, United States",OH,41.038695,-83.647726,Car Dealership,,25,25,1,1,1,0,"Findlay, OH","Findlay, OH Micro Area"
Non-networked,182196,,Acadia Athletics Complex,"550 Main St, Wolfville NS B4P 1E5, Canada",,45.091388,-64.368939,Recreation/Outdoor,,,,1,2,1,1,,
Non-networked,182791,,Canadian Tire,"11 Clappison Ave, Hamilton, ON L0R 2H2, Canada",,43.317705,-79.913194,Car Service,,,,1,2,1,1,,
Non-networked,183015,,Restaurant Midas Saint-FÃ©licien,"1084 route 169, Saint-FÃ©licien, QuÃ©bec G8K 1N6 Canada",,48.661635,-72.43975,Restaurant,,,,1,2,1,1,,
Non-networked,183081,,Almond Elementary School,"550 Almond Ave, Los Altos, CA 94022, USA",CA,37.384714,-122.10113,School/University,Pacific Gas & Electric Company,50,50,1,2,1,1,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area"
Non-networked,184043,,Feldman Chevrolet,"2801 E Michigan Ave, Lansing, MI 48912, USA",MI,42.734174,-84.511618,Car Dealership,,25,25,1,1,1,0,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area"
Non-networked,184809,,Century 3 Chevrolet,"2430 Lebanon Church Rd, West Mifflin, PA 15122",PA,40.348927,-79.936132,Car Dealership,,25,25,1,1,1,0,"Pittsburgh, PA","Pittsburgh, PA Metro Area"
Non-networked,184853,,Bannister GM Vernon,"4703 27 St, Vernon, BC V1T 4Y8, Canada",,50.280779,-119.265488,Car Dealership,,,,1,1,1,0,,
Non-networked,184857,,Smith Chevrolet Cadillac Ltd,"950 Notre Dame Dr, Kamloops, BC V2C 6J2, Canada",,50.664592,-120.367405,Car Dealership,,,,1,1,1,0,,
Non-networked,185188,,Port Renfrew Community Centre,"6638 Deering Rd, Port Renfrew, BC V0S 1K0, Canada",,48.557181,-124.400479,Civic,,50,50,2,4,2,2,,
Non-networked,185387,,Hollywest Promenade,"5455 Hollywood Blvd, Los Angeles, CA  90027, United States",CA,34.102023,-118.308865,Parking Garage/Lot,Los Angeles Department of Water & Power,50,50,7,7,7,0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
Non-networked,185517,,Nissan of St. Albans,"4 Franklin Park W, St Albans City, VT 05478",VT,44.835164,-73.076013,Nissan Dealership,,,,1,2,1,1,"Burlington-South Burlington, VT","Burlington-South Burlington, VT Metro Area"
Non-networked,185668,,Fred Meyer,"8181 Glacier Hwy, Juneau, AK 99801",AK,58.359018,-134.559324,Shopping Center,,44,44,2,2,0,2,"Juneau, AK","Juneau, AK Micro Area"
Non-networked,185670,,DeLuz Chevy,"175 Wiwoole St, Hilo, HI 96720",HI,19.700798,-155.065366,Car Dealership,,25,25,1,1,1,0,"Hilo, HI","Hilo, HI Micro Area"
Non-networked,186003,,Flow Automotive Center,"1400 S Stratford Rd, Winston-Salem, NC 27103, USA",NC,36.076184,-80.303763,Car Dealership,,25,25,1,1,1,0,"Winston-Salem, NC","Winston-Salem, NC Metro Area"
Non-networked,186096,,Estero Bay Chevrolet,"10640 Chevrolet Way, Estero, FL  33928",FL,26.430448,-81.779149,Car Dealership,,25,25,1,1,1,0,"Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL Metro Area"
Non-networked,186373,,Target,"5800 S University Dr, Davie, FL 33328",FL,26.047402,-80.250472,Shopping Center,,50,50,1,2,1,1,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area"
Non-networked,186798,,Premier Chevrolet Cadillac ,"500 Division Rd, Windsor, ON N8X 5C4, Canada",,42.27054,-82.999992,Car Dealership,,,,1,1,1,0,,
Non-networked,186817,,Disbrowe Chevrolet Cadillac Buick,"116 Edward St, St Thomas, ON N5P 4E6, Canada",,42.786581,-81.174166,Car Dealership,,,,1,1,1,0,,
Non-networked,187132,,Paradise Chevrolet,"6350 Leland St, Ventura, CA 93003",CA,34.247074,-119.20413,Car Dealership,Southern California Edison,25,25,1,1,1,0,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area"
Non-networked,187461,,Trophy Nissan,"5031 N Galloway Ave, Mesquite, TX 75150",TX,32.829697,-96.630112,Nissan Dealership,,44,44,1,1,0,1,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area"
Non-networked,187482,,Amherstburg Chevrolet Buick GMC,"432 Sandwich St S, Amherstburg ON N9V 2Z3, Canada",,42.095323,-83.10888,Car Dealership,,25,25,1,1,1,0,,
Non-networked,187490,,Alaskan Brewing Company,"5368 Commercial Blvd, Juneau, AK 99801, USA",AK,58.357274,-134.486802,Restaurant,,,,1,1,0,1,"Juneau, AK","Juneau, AK Micro Area"
Non-networked,187923,,Pizza Pizza,"53 Main St W, Ridgetown, ON N0P 2C0, Canada",,42.438358,-81.888627,Restaurant,,,,1,2,1,1,,
Non-networked,188469,,Budds' Imprted Cars,"227 Wyecroft Rd, Oakville, ON L6K 3S3, Canada",,43.447374,-79.696606,Car Dealership,,,,1,1,1,0,,
Non-networked,188477,,Wallace Chevrolet Cadillac Buick GMC,"801 Main St E, Milton, ON L9T 3Z3, Canada",,43.526664,-79.8696,Car Dealership,,,,1,1,1,0,,
Non-networked,189032,,Telmo Parking/Charging,"13216 Telmo, Irvine, CA  92618, United States",CA,33.642948,-117.748077,Street Parking,Southern California Edison,,,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
Non-networked,189186,,Grubbs Nissan,"3100 Airport Fwy, Bedford, TX 76022, USA",TX,32.839397,-97.160912,,,,,1,1,0,1,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area"
Non-networked,189435,,Garvey Nissan,"78 Rte 7b N, Clarendon, VT 05759",VT,43.572141,-72.966316,Nissan Dealership,,,,1,2,1,1,"Rutland, VT","Rutland, VT Micro Area"
Non-networked,190199,,Aquatic and Veteranâ€™s Memorial Center - West,"9701 Big Horn Blvd, Elk Grove, CA  95757, United States",CA,38.405022,-121.403526,Recreation/Outdoor,Sacramento Municipal Utility District,50,50,2,4,2,2,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA Metro Area"
Non-networked,190356,,Nissan South Austin,"4914 S IH 35 Frontage Rd, Austin, TX 78745",TX,30.206073,-97.759484,Nissan Dealership,,44,44,1,1,0,1,"Austin-Round Rock, TX","Austin-Round Rock, TX Metro Area"
Non-networked,190387,,Larson Automotive Group,"1701-A Alexander Ave E, Fife, WA 98424, USA",WA,47.241617,-122.371915,Car Dealership,,25,25,2,2,2,0,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area"
Non-networked,192246,,Audi Of Lehi,"3455 Digital Dr, Lehi, UT 84043",UT,40.430847,-111.887627,Car Dealership,,25,25,1,1,1,0,"Provo-Orem, UT","Provo-Orem, UT Metro Area"
Non-networked,193347,,Carrier Harley-Davidson,"5630 rue Martineau, Saint-Hyacinthe, QuÃ©bec J2R 1T6 Canada",,45.64404,-72.973008,Car Dealership,,,,1,2,1,1,,
Non-networked,193355,,PrÃ©mont Harley-Davidson,"1071 Boulevard Pierre-Bertrand, QuÃ©bec, QC G1M 2E8, Canada",,46.829221,-71.277569,Car Dealership,,,,1,2,1,1,,
Non-networked,193493,,Aquatic and Veteranâ€™s Memorial Center - East,"Elk Grove, CA  95757, United States",CA,38.405206,-121.401405,Recreation/Outdoor,Sacramento Municipal Utility District,50,50,1,2,1,1,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA Metro Area"
Non-networked,193538,,Weimer Chevrolet,"10355 Mt Savage Rd NW, Cumberland, MD 21502",MD,39.680362,-78.787893,Car Dealership,,25,25,1,1,1,0,"Cumberland, MD-WV","Cumberland, MD-WV Metro Area"
Non-networked,193693,,Australian Rest Area,"Cariboo Hwy, Cariboo A, BC V0L, Canada",,52.710687,-122.456997,Parking Garage/Lot,,,,2,4,2,2,,
Non-networked,193697,,100 Mile House Visitor Centre,"170 BC-97, 100 Mile House, BC V0K 2E0, Canada",,51.641468,-121.297925,Parking Garage/Lot,,50,50,2,4,2,2,,
Non-networked,194489,,Central Valley Transportation Center ,"1600 S Apple Ave, Reedley, CA 93654, USA",CA,36.583148,-119.425926,Workplace Public,Pacific Gas & Electric Company,,,1,1,0,1,"Fresno, CA","Fresno, CA Metro Area"
Non-networked,195214,,Rocky Mountain Power,"1438 west 2550 South St, Ogden, UT 84401",UT,41.219949,-112.013511,,,50,50,1,2,1,1,"Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area"
Non-networked,195217,,Rocky Mountain Power,"635 N. 1200 W. Layton, Ut 84041",UT,41.068984,-111.98844,Workplace Public,,25,25,1,2,1,1,"Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area"
Non-networked,195218,,Rocky Mountain Power,"2011 UT-10, Price, UT 84501, USA",UT,39.57109,-110.815726,Workplace Public,,50,50,1,2,1,1,"Price, UT","Price, UT Micro Area"
Non-networked,195780,,Rocky Mountain Power,"2545 North Pony Express Pkwy, Eagle Mountain UT 84005",UT,40.283743,-112.015695,Workplace Public,,50,50,1,2,1,1,"Provo-Orem, UT","Provo-Orem, UT Metro Area"
Non-networked,197216,,Service Food Market,"301 W Lincoln Ave, Fergus Falls, MN 56537, USA",MN,46.283316,-96.078545,Shopping Center,,50,50,1,2,1,1,"Fergus Falls, MN","Fergus Falls, MN Micro Area"
Non-networked,197568,,Buddy Stubbs Harley-Davidson,"13850 N Cave Creek Rd, Phoenix, AZ 85022",AZ,33.612246,-112.035993,Car Dealership,,25,25,1,1,1,0,"Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ Metro Area"
Non-networked,197616,,Reedman Chevrolet Service,"1700 Lincoln Hwy, Langhorne, PA 19047",PA,40.17375,-74.889935,Car Dealership,,25,25,1,1,1,0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
Non-networked,197678,,Georgia Power,"4404 N Shallowford Rd, Atlanta, GA 30338, USA",GA,33.921626,-84.306184,Workplace Public,,50,50,1,2,1,1,"Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area"
Non-networked,197750,,Reasor's,"3915 S Peoria Ave, Tulsa, OK 74105",OK,36.105639,-95.975159,Shopping Center,,50,50,2,4,2,2,"Tulsa, OK","Tulsa, OK Metro Area"
Non-networked,198032,,Denny's,"9000 Magellan Dr, Tehachapi, CA 93561",CA,35.142225,-118.448862,Restaurant,Southern California Edison,,,1,2,1,1,"Bakersfield, CA","Bakersfield, CA Metro Area"
Non-networked,198355,,Rocky Mountain Power,"555 N Main St, Tooele, UT 84074, USA",UT,40.541772,-112.298841,Workplace Public,,50,50,1,2,1,1,"Salt Lake City, UT","Salt Lake City, UT Metro Area"
Non-networked,198442,,Homeland,"310 W Trudgeon St, Henryetta, OK 74437",OK,35.441263,-95.98464,Shopping Center,,50,50,2,4,2,2,"Tulsa, OK","Tulsa, OK Metro Area"
Non-networked,198664,,Porsche Nashua,"170 Main Dunstable Rd, Nashua, NH 03060, USA",NH,42.743841,-71.48973,,,,,2,2,2,0,"Manchester-Nashua, NH","Manchester-Nashua, NH Metro Area"
Non-networked,199009,,CKenergy,"14039 OK-152, Binger, OK 73009",OK,35.294033,-98.390862,Workplace Public,,50,50,1,2,1,1,,
Non-networked,199167,,Yellowstone Harley-Davidson ,"540 Alaska Frontage Rd, Belgrade, MT  59714, United States",MT,45.763762,-111.175467,Car Dealership,,25,25,1,1,1,0,"Bozeman, MT","Bozeman, MT Micro Area"
Non-networked,199287,,Tandy Family YMCA,"5005 S Darlington Ave, Tulsa, OK 74135",OK,36.090844,-95.915924,Workplace Public,,50,50,2,4,2,2,"Tulsa, OK","Tulsa, OK Metro Area"
Non-networked,199537,,Kiamichi Electric Co-Op,"966 OK-2, Wilburton, OK 74578",OK,34.900233,-95.322287,Workplace Public,,50,50,1,2,1,1,,
Non-networked,199624,,Canadian Tire Gas+,"476 Centre St N, Napanee, ON K7R 1P8, Canada",,44.260489,-76.963308,Gas Station,,,,1,2,1,1,,
Non-networked,199689,,Godfather's Pizza,"2101 W Owen K Garriott Rd, Enid, OK 73703, USA",OK,36.3901,-97.904183,Restaurant,,50,50,2,4,2,2,"Enid, OK","Enid, OK Metro Area"
Non-networked,199690,,Collonade Shops and Office Suites,"9610 N May Ave, Oklahoma City, OK 73120",OK,35.568501,-97.566421,Shopping Center,,50,50,2,4,2,2,"Oklahoma City, OK","Oklahoma City, OK Metro Area"
Non-networked,199840,,Town and Country Village,"12311 N May Ave, Oklahoma City, OK 73120, USA",OK,35.595694,-97.567361,Shopping Center,,50,50,2,4,2,2,"Oklahoma City, OK","Oklahoma City, OK Metro Area"
Non-networked,200389,,Harley Davidson of Salt Lake City,"2928 State St, South Salt Lake, UT 84115",UT,40.708094,-111.889091,Car Dealership,,25,25,1,1,1,0,"Salt Lake City, UT","Salt Lake City, UT Metro Area"
Non-networked,200527,,Westminster Village,"900 SW 104th St, Oklahoma City, OK 73139, USA",OK,35.362575,-97.530383,Shopping Center,,50,50,2,4,2,2,"Oklahoma City, OK","Oklahoma City, OK Metro Area"
Non-networked,200637,,PrÃ©mont Harley-Davidson ,"3255 rue Jules-Brillant, Laval QuÃ©bec H7P 6C9 Canada",,45.578664,-73.767503,,,,,1,2,1,1,,
Non-networked,200848,,Santa Fe Plaza,"8901 S Santa Fe Ave, Oklahoma City, OK 73139",OK,35.377438,-97.512598,Shopping Center,,50,50,2,4,2,2,"Oklahoma City, OK","Oklahoma City, OK Metro Area"
Non-networked,201102,,Orchard Plaza,"2150 S Douglas Blvd, Midwest City, OK 73130",OK,35.444312,-97.370497,Restaurant,,50,50,2,4,2,2,"Oklahoma City, OK","Oklahoma City, OK Metro Area"
Non-networked,201128,,Audi Gabriel,"7111 boul. MÃ©tropolitain Est, Anjou, QuÃ©bec H1J 1J6 Canada",,45.599968,-73.571758,Car Dealership,,,,1,1,1,0,,
Non-networked,201550,,Mazzei Chevrolet,"631 Orange Dr, Vacaville, CA  95687, United States",CA,38.379228,-121.944632,,Pacific Gas & Electric Company,,,1,1,1,0,"Vallejo-Fairfield, CA","Vallejo-Fairfield, CA Metro Area"
Non-networked,201649,,PFaff Audi,"115 Auto Park Cir, Vaughan, ON L4L 8R1, Canada",,43.782472,-79.548895,Car Dealership,,,,1,1,1,0,,
